Indicator,Indicator_ID,Indicator_Measure,Indicator_Measure_ID,Geography,Geography_ID,Geo_Label,GEO_Code,Age_Groups,Age_Groups_ID,Sex,Sex_ID,SDOH,SDOH_ID,SDOH_Cat,SDOH_Cat_ID,Year,Numerator,Denominator,CrudeRate,StdErr_Cr,Lower_CI_Cr,Upper_CI_Cr,CV_Cr,CV_Cr_Interpret,ASR,StdErr_ASR,Lower_CI_ASR,Upper_CI_ASR,CV_ASR,CV_ASR_Interpret,N,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,"Kingston, Frontenac and Lennox and Addington HU",3541,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,32981,96037,34.3,2.8084,28.8,39.9,8.2,3,35,2.457240862,30.1,39.8,7,3,246,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,"Kingston, Frontenac and Lennox and Addington HU",3541,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,4788,18200,26.3,4.7365,17,35.6,18,2,32.5,4.791520483,23.1,41.9,14.7,3,47,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Lambton HU,3542,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,14232,48716,29.2,2.2203,24.9,33.6,7.6,3,28.6,2.327268479,24.1,33.2,8.1,3,171,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Lambton HU,3542,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,4784,13149,36.4,5.4892,25.6,47.2,15.1,2,38.3,5.150936561,28.2,48.4,13.4,3,65,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,"Leeds, Grenville and Lanark District HU",3543,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,23614,66456,35.5,2.8747,29.9,41.2,8.1,3,35.5,3.021963116,29.6,41.4,8.5,3,208,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,"Leeds, Grenville and Lanark District HU",3543,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,7607,20539,37,7.8756,21.6,52.5,21.3,2,40.3,6.497705305,27.6,53,16.1,2,52,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Middlesex-London HU,3544,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,62002,218821,28.3,2.1702,24.1,32.6,7.7,3,28.3,1.947482268,24.5,32.1,6.9,3,259,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Middlesex-London HU,3544,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,13869,54755,25.3,4.0239,17.4,33.2,15.9,2,30.7,4.626584172,21.6,39.8,15.1,2,71,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Niagara Regional Area HU,3546,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,55272,204123,27.1,2.0737,23,31.1,7.7,3,26.4,2.012892999,22.4,30.3,7.6,3,278,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Niagara Regional Area HU,3546,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,17135,51426,33.3,4.5648,24.4,42.3,13.7,3,35.4,4.364486782,26.8,43.9,12.3,3,84,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,North Bay Parry Sound District HU,3547,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,17245,52699,32.7,2.7694,27.3,38.2,8.5,3,32.4,2.911429959,26.7,38.1,9,3,174,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,North Bay Parry Sound District HU,3547,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,4086,12237,33.4,4.9983,23.6,43.2,15,3,34.5,5.415501605,23.9,45.1,15.7,2,46,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Northwestern HU,3549,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,11758,30359,38.7,3.0887,32.7,44.8,8,3,39.2,3.101860137,33.1,45.3,7.9,3,213,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Northwestern HU,3549,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,1874,5370,34.9,6.8256,21.5,48.3,19.6,2,34.1,6.51131571,21.3,46.8,19.1,2,41,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,City of Ottawa HU,3551,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,106745,481619,22.2,1.1462,19.9,24.4,5.2,3,23.6,1.565339348,20.5,26.7,6.6,3,357,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,City of Ottawa HU,3551,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,17312,87711,19.7,3.0567,13.7,25.7,15.5,2,24.7,3.740940384,17.4,32.1,15.1,2,58,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Oxford County HU,3552,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,19460,52977,36.7,2.4317,32,41.5,6.6,3,36.2,2.356622085,31.6,40.8,6.5,3,216,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Oxford County HU,3552,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,4355,10459,41.6,6.7055,28.5,54.8,16.1,2,47.2,6.201548072,35.1,59.4,13.1,3,58,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Peel Regional HU,3553,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,149894,656511,22.8,1.3456,20.2,25.5,5.9,3,22.9,1.357658411,20.3,25.6,5.9,3,382,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Peel Regional HU,3553,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,42085,187488,22.4,2.73,17.1,27.8,12.2,3,26.5,3.149088135,20.4,32.7,11.9,3,97,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Perth District HU,3554,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,13707,40670,33.7,2.6417,28.5,38.9,7.8,3,33.4,2.737521728,28,38.7,8.2,3,193,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Perth District HU,3554,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,1316,4745,27.7,4.7279,18.5,37,17,2,32.2,5.432103546,21.6,42.9,16.9,2,32,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Peterborough County-City HU,3555,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,21668,62654,34.6,2.7406,29.2,40,7.9,3,34.5,2.897971642,28.8,40.2,8.4,3,211,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Peterborough County-City HU,3555,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,4316,13021,33.1,5.034,23.3,43,15.2,2,37.5,5.15399757,27.4,47.6,13.7,3,59,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Porcupine HU,3556,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,12780,32885,38.9,3.0982,32.8,44.9,8,3,39.2,2.746495628,33.8,44.6,7,3,195,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Porcupine HU,3556,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,4229,10212,41.4,5.6958,30.2,52.6,13.8,3,44.6,4.974667767,34.8,54.3,11.2,3,88,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Renfrew County and District HU,3557,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,15175,43588,34.8,2.5929,29.7,39.9,7.4,3,35.9,3.051460317,29.9,41.9,8.5,3,181,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Renfrew County and District HU,3557,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,2987,8697,34.3,5.4339,23.7,45,15.8,2,35,5.835315677,23.5,46.4,16.7,2,39,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Eastern Ontario HU,3558,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,28111,85626,32.8,2.4209,28.1,37.6,7.4,3,32,2.624879953,26.8,37.1,8.2,3,224,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Eastern Ontario HU,3558,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,8025,24605,32.6,4.8486,23.1,42.1,14.9,3,33.7,4.708704454,24.4,42.9,14,3,72,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Simcoe Muskoka District HU,3560,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,84658,273378,31,2.012,27,34.9,6.5,3,31.8,1.893611517,28.1,35.5,6,3,324,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Simcoe Muskoka District HU,3560,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,14669,48642,30.2,4.1284,22.1,38.3,13.7,3,33.4,4.462928888,24.7,42.2,13.4,3,58,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Sudbury and District HU,3561,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,26334,80682,32.6,2.5976,27.5,37.7,8,3,32.1,2.69685305,26.8,37.4,8.4,3,219,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Sudbury and District HU,3561,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,7023,22493,31.2,4.2073,23,39.5,13.5,3,36.1,4.263920721,27.7,44.4,11.8,3,77,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Thunder Bay District HU,3562,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,24150,62361,38.7,2.5584,33.7,43.7,6.6,3,37.4,2.378336968,32.7,42.1,6.4,3,254,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Thunder Bay District HU,3562,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,4310,14646,29.4,4.7201,20.2,38.7,16,2,33.2,4.341632906,24.7,41.7,13.1,3,74,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Timiskaming HU,3563,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,5377,12789,42,3.6066,35,49.1,8.6,3,39.7,3.340203739,33.2,46.2,8.4,3,145,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Timiskaming HU,3563,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,2390,4573,52.3,7.9218,36.7,67.8,15.2,2,50.1,7.021095244,36.3,63.8,14,3,52,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Waterloo HU,3565,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,69137,259526,26.6,1.7224,23.3,30,6.5,3,25.8,1.770724273,22.3,29.3,6.9,3,357,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Waterloo HU,3565,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,23086,63794,36.2,4.6607,27,45.3,12.9,3,40.1,3.835585788,32.6,47.6,9.6,3,92,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Wellington-Dufferin-Guelph HU,3566,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,40552,141763,28.6,1.9516,24.8,32.4,6.8,3,29.2,2.002638866,25.2,33.1,6.9,3,259,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Wellington-Dufferin-Guelph HU,3566,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,9381,29364,31.9,5.2261,21.7,42.2,16.4,2,32.3,4.660201175,23.2,41.5,14.4,3,57,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Windsor-Essex County HU,3568,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,60366,180802,33.4,2.0205,29.4,37.4,6.1,3,33.5,2.233476993,29.1,37.9,6.7,3,301,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Windsor-Essex County HU,3568,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,14273,47537,30,4.3389,21.5,38.5,14.5,3,30.7,4.445202232,22,39.4,14.5,3,83,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,York Regional HU,3570,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,112286,556976,20.2,1.4338,17.3,23,7.1,3,19.2,1.4391439,16.4,22,7.5,3,297,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,York Regional HU,3570,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,18682,111501,16.8,2.8156,11.2,22.3,16.8,2,21.4,4.022548489,13.5,29.3,18.8,2,52,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,City of Toronto HU,3595,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,266646,1440661,18.5,1.0987,16.4,20.7,5.9,3,18.8,1.174035793,16.5,21.1,6.2,3,393,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,City of Toronto HU,3595,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,85999,379718,22.6,2.3441,18,27.2,10.3,3,24.8,2.559291069,19.8,29.8,10.3,3,133,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Winnipeg RHA,4601,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,96933,368696,26.3,1.3051,23.7,28.9,5,3,27.6,1.337604964,25,30.2,4.8,3,498,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Winnipeg RHA,4601,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,20226,79035,25.6,2.7311,20.2,31,10.7,3,27.9,2.919144645,22.2,33.6,10.5,3,116,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Prairie Mountain Health,4602,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,28809,75881,38,2.2761,33.5,42.4,6,3,37.2,2.021726207,33.2,41.1,5.4,3,384,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Prairie Mountain Health,4602,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,5131,11904,43.1,4.9004,33.5,52.7,11.4,3,45.6,4.706898504,36.4,54.9,10.3,3,73,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Interlake-Eastern Regional Health,4603,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,19768,53404,37,2.1621,32.8,41.3,5.8,3,37.8,2.077666666,33.7,41.9,5.5,3,318,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Interlake-Eastern Regional Health,4603,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,2868,7325,39.1,5.8997,27.6,50.7,15.1,2,40.3,5.993202977,28.5,52,14.9,3,52,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Northern RHA,4604,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,5875,14377,40.9,2.6131,35.7,46,6.4,3,39.2,2.519676103,34.3,44.2,6.4,3,260,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Northern RHA,4604,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,1049,3337,31.4,4.7869,22,40.8,15.2,2,34.1,5.849740443,22.7,45.6,17.2,2,54,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Southern Health,4605,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,28828,85012,33.9,1.855,30.3,37.6,5.5,3,35.3,2.103536877,31.2,39.4,6,3,372,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Southern Health,4605,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,6689,18828,35.5,4.3607,27,44.1,12.3,3,36.9,4.036000609,29,44.8,10.9,3,85,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Sun Country RHA,4701,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,10260,27823,36.9,2.2657,32.4,41.3,6.1,3,36.3,2.641717262,31.1,41.5,7.3,3,165,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Sun Country RHA,4701,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,1604,5673,28.3,5.0218,18.4,38.1,17.8,2,33.7,7.266628091,19.5,48,21.6,2,27,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Five Hills RHA,4702,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,7425,25956,28.6,3.0281,22.7,34.5,10.6,3,29.5,2.772859678,24.1,35,9.4,3,121,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Five Hills RHA,4702,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,1785,4531,39.4,5.6578,28.3,50.5,14.4,3,41.6,7.235091754,27.4,55.8,17.4,2,30,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Cypress RHA,4703,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,7018,19988,35.1,3.918,27.4,42.8,11.2,3,33.2,3.523491953,26.3,40.1,10.6,3,136,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Cypress RHA,4703,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,1164,3926,29.6,5.3485,19.2,40.1,18,2,25.4,5.960164465,13.8,37.1,23.5,2,25,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Regina Qu'Appelle RHA,4704,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,46390,145699,31.8,1.9583,28,35.7,6.2,3,32.6,2.09364556,28.5,36.7,6.4,3,272,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Regina Qu'Appelle RHA,4704,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,8124,25459,31.9,5.6086,20.9,42.9,17.6,2,34.9,5.992724705,23.2,46.7,17.2,2,40,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Sunrise RHA,4705,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,10000,25488,39.2,3.0973,33.2,45.3,7.9,3,38.6,3.188939866,32.4,44.9,8.3,3,144,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Sunrise RHA,4705,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,2415,4968,48.6,7.6997,33.5,63.7,15.8,2,45.8,7.106627824,31.9,59.8,15.5,2,37,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Saskatoon RHA,4706,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,52882,178020,29.7,1.7174,26.3,33.1,5.8,3,30,1.88412619,26.3,33.7,6.3,3,255,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Saskatoon RHA,4706,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,12037,42866,28.1,3.9147,20.4,35.8,13.9,3,33.7,4.648604541,24.6,42.8,13.8,3,62,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Heartland RHA,4707,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,7707,19359,39.8,3.2459,33.4,46.2,8.2,3,37.7,3.215983442,31.4,44,8.5,3,126,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Heartland RHA,4707,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,863,2941,29.4,7.1089,15.4,43.3,24.2,2,35.5,8.001324573,19.8,51.2,22.5,2,19,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Kelsey Trail RHA,4708,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,6180,16067,38.5,5.7231,27.2,49.7,14.9,3,38.9,4.444913832,30.2,47.6,11.4,3,103,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Kelsey Trail RHA,4708,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,1330,2625,50.7,8.4783,34,67.3,16.7,2,51.9,10.58703869,31.2,72.7,20.4,2,26,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Prince Albert Parkland RHA,4709,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,11066,30757,36,3.2283,29.6,42.3,9,3,35,3.329214813,28.5,41.5,9.5,3,128,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Prince Albert Parkland RHA,4709,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,3439,7999,43,5.4869,32.2,53.8,12.8,3,46.8,6.833637875,33.4,60.2,14.6,3,46,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Prairie North RHA,4710,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,10055,31947,31.5,2.8949,25.8,37.2,9.2,3,32.5,2.876882041,26.8,38.1,8.9,3,147,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Prairie North RHA,4710,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,2434,6269,38.8,6.4666,26.1,51.5,16.7,2,43.1,6.974716086,29.4,56.7,16.2,2,32,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Mamawetan/Keewatin/Athabasca,4714,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,2675,6373,42,4.9146,32.3,51.6,11.7,3,42.3,4.177546161,34.1,50.5,9.9,3,80,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Mamawetan/Keewatin/Athabasca,4714,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,15,2015-2018,947,2016,47,10.0057,27.4,66.6,21.3,2,41.5,5.109642716,31.5,51.5,12.3,3,26,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,South Zone,4831,adults aged 18+ years,1,both sexes,1,Employment,3,Employed,16,2015-2018,43260,136613,31.7,1.5019,28.7,34.6,4.7,3,31.8,1.460108668,28.9,34.6,4.6,3,592,
